,u,i,ts,label,idx
0,115,170,0.0,0,1
1,115,170,0.0,0,2
2,115,124,529920.0,0,3
3,115,124,529920.0,0,4
4,115,124,533820.0,0,5
5,115,124,533820.0,0,6
6,115,124,533820.0,0,7
7,115,124,533820.0,0,8
8,115,39,944160.0,0,9
9,115,39,944160.0,0,10
10,115,39,944160.0,0,11
11,115,39,944160.0,0,12
12,115,111,944160.0,0,13
13,115,111,944160.0,0,14
14,115,156,944160.0,0,15
15,115,156,944160.0,0,16
16,115,156,944160.0,0,17
17,115,156,944160.0,0,18
18,115,170,944160.0,0,19
19,115,170,944160.0,0,20
20,115,170,944160.0,0,21
21,115,170,944160.0,0,22
22,115,66,1466100.0,0,23
23,115,66,1466100.0,0,24
24,115,66,1466100.0,0,25
25,115,66,1466100.0,0,26
26,115,113,1466100.0,0,27
27,115,113,1466100.0,0,28
28,115,113,1466100.0,0,29
29,115,113,1466100.0,0,30
30,115,146,1640400.0,0,31
31,115,146,1640400.0,0,32
32,115,170,1646220.0,0,33
33,115,170,1646220.0,0,34
34,115,170,1755060.0,0,35
35,115,170,1755060.0,0,36
36,115,111,1804080.0,0,37
37,115,111,1804080.0,0,38
38,115,170,2236020.0,0,39
39,115,170,2236020.0,0,40
40,115,170,2236200.0,0,41
41,115,170,2236200.0,0,42
42,115,12,2840160.0,0,43
43,115,12,2840160.0,0,44
44,115,111,2840160.0,0,45
45,115,111,2840160.0,0,46
46,115,156,2840160.0,0,47
47,115,156,2840160.0,0,48
48,115,170,2840160.0,0,49
49,115,170,2840160.0,0,50
50,115,170,2867280.0,0,51
51,115,170,2867280.0,0,52
52,115,170,2867280.0,0,53
53,115,170,2867280.0,0,54
54,115,170,3020100.0,0,55
55,115,170,3020100.0,0,56
56,124,115,3288120.0,0,57
57,124,115,3288120.0,0,58
58,124,115,3288120.0,0,59
59,124,115,3288120.0,0,60
60,115,23,3368220.0,0,61
61,115,23,3368220.0,0,62
62,115,23,3368220.0,0,63
63,115,23,3368220.0,0,64
64,115,66,3368220.0,0,65
65,115,66,3368220.0,0,66
66,115,66,3368220.0,0,67
67,115,66,3368220.0,0,68
68,115,113,3368220.0,0,69
69,115,113,3368220.0,0,70
70,115,113,3368220.0,0,71
71,115,113,3368220.0,0,72
72,115,161,3368220.0,0,73
73,115,161,3368220.0,0,74
74,115,161,3368220.0,0,75
75,115,161,3368220.0,0,76
76,113,66,4067400.0,0,77
77,113,66,4067400.0,0,78
78,113,115,4067400.0,0,79
79,113,115,4067400.0,0,80
80,113,146,4067400.0,0,81
81,113,146,4067400.0,0,82
82,115,66,4486440.0,0,83
83,115,66,4486440.0,0,84
84,115,170,4493040.0,0,85
85,115,170,4493040.0,0,86
86,115,113,4768500.0,0,87
87,115,113,4768500.0,0,88
88,115,113,4768500.0,0,89
89,115,113,4768500.0,0,90
90,115,170,4768740.0,0,91
91,115,170,4768740.0,0,92
92,115,111,4769520.0,0,93
93,115,111,4769520.0,0,94
94,115,111,4769520.0,0,95
95,115,111,4769520.0,0,96
96,115,170,4853280.0,0,97
97,115,170,4853280.0,0,98
98,115,170,4853280.0,0,99
99,115,170,4853280.0,0,100
100,115,146,4855620.0,0,101
101,115,146,4855620.0,0,102
102,115,170,4855620.0,0,103
103,115,170,4855620.0,0,104
104,115,170,4855620.0,0,105
105,115,170,4855620.0,0,106
106,115,170,5174280.0,0,107
107,115,170,5174280.0,0,108
108,115,170,5174280.0,0,109
109,115,170,5174280.0,0,110
110,115,146,5268720.0,0,111
111,115,146,5268720.0,0,112
112,115,146,5268720.0,0,113
113,115,146,5268720.0,0,114
114,115,170,5268720.0,0,115
115,115,170,5268720.0,0,116
116,115,170,5268720.0,0,117
117,115,170,5268720.0,0,118
118,115,23,5279640.0,0,119
119,115,23,5279640.0,0,120
120,115,30,5279640.0,0,121
121,115,30,5279640.0,0,122
122,115,39,5279640.0,0,123
123,115,39,5279640.0,0,124
124,115,51,5279640.0,0,125
125,115,51,5279640.0,0,126
126,115,66,5279640.0,0,127
127,115,66,5279640.0,0,128
128,115,111,5279640.0,0,129
129,115,111,5279640.0,0,130
130,115,113,5279640.0,0,131
131,115,113,5279640.0,0,132
132,115,124,5279640.0,0,133
133,115,124,5279640.0,0,134
134,115,146,5279640.0,0,135
135,115,146,5279640.0,0,136
136,115,156,5279640.0,0,137
137,115,156,5279640.0,0,138
138,115,161,5279640.0,0,139
139,115,161,5279640.0,0,140
140,115,170,5279640.0,0,141
141,115,170,5279640.0,0,142
142,115,156,5433180.0,0,143
143,115,156,5433180.0,0,144
144,115,170,5454900.0,0,145
145,115,170,5454900.0,0,146
146,115,170,5454900.0,0,147
147,115,170,5454900.0,0,148
148,115,156,5689260.0,0,149
149,115,156,5689260.0,0,150
150,115,39,5723340.0,0,151
151,115,39,5723340.0,0,152
152,115,111,5725080.0,0,153
153,115,111,5725080.0,0,154
154,115,156,5725080.0,0,155
155,115,156,5725080.0,0,156
156,115,170,5725080.0,0,157
157,115,170,5725080.0,0,158
158,115,156,5866200.0,0,159
159,115,156,5866200.0,0,160
160,115,156,5866260.0,0,161
161,115,156,5866260.0,0,162
162,115,156,6152040.0,0,163
163,115,156,6152040.0,0,164
164,115,156,6494040.0,0,165
165,115,156,6494040.0,0,166
166,115,156,6494100.0,0,167
167,115,156,6494100.0,0,168
168,115,156,6494100.0,0,169
169,115,156,6494100.0,0,170
170,115,156,6494160.0,0,171
171,115,156,6494160.0,0,172
172,115,156,6494160.0,0,173
173,115,156,6494160.0,0,174
174,115,156,6494160.0,0,175
175,115,156,6494160.0,0,176
176,115,156,6495180.0,0,177
177,115,156,6495180.0,0,178
178,115,156,6495180.0,0,179
179,115,156,6495180.0,0,180
180,115,170,6582600.0,0,181
181,115,170,6582600.0,0,182
182,115,156,6903840.0,0,183
183,115,156,6903840.0,0,184
184,115,156,6906480.0,0,185
185,115,156,6906480.0,0,186
186,115,156,6906540.0,0,187
187,115,156,6906540.0,0,188
188,115,170,7685640.0,0,189
189,115,170,7685640.0,0,190
190,115,170,7685640.0,0,191
191,115,170,7685640.0,0,192
192,115,170,8719020.0,0,193
193,115,170,8719020.0,0,194
194,115,170,9585120.0,0,195
195,115,170,9585120.0,0,196
196,115,23,9690540.0,0,197
197,115,23,9690540.0,0,198
198,115,170,10099560.0,0,199
199,115,170,10099560.0,0,200
200,115,170,10116420.0,0,201
201,115,170,10116420.0,0,202
202,115,170,10116420.0,0,203
203,115,170,10116420.0,0,204
204,115,170,10882260.0,0,205
205,115,170,10882260.0,0,206
206,115,39,10895460.0,0,207
207,115,39,10895460.0,0,208
208,115,170,11225280.0,0,209
209,115,170,11225280.0,0,210
210,115,39,11404020.0,0,211
211,115,39,11404020.0,0,212
212,115,156,11404020.0,0,213
213,115,156,11404020.0,0,214
214,115,66,11434080.0,0,215
215,115,66,11434080.0,0,216
216,115,66,11434080.0,0,217
217,115,66,11434080.0,0,218
218,115,156,12001020.0,0,219
219,115,156,12001020.0,0,220
220,115,66,12976380.0,0,221
221,115,66,12976380.0,0,222
222,66,39,14781180.0,0,223
223,66,39,14781180.0,0,224
224,115,111,14791740.0,0,225
225,115,111,14791740.0,0,226
226,39,66,14849820.0,0,227
227,39,66,14849820.0,0,228
228,39,113,14849820.0,0,229
229,39,113,14849820.0,0,230
230,115,170,14946060.0,0,231
231,115,170,14946060.0,0,232
232,156,115,15368340.0,0,233
233,156,115,15368340.0,0,234
234,66,23,15384540.0,0,235
235,66,161,15384540.0,0,236
236,156,115,15394500.0,0,237
237,156,115,15394500.0,0,238
238,156,115,15394500.0,0,239
239,156,115,15394500.0,0,240
240,156,146,15394500.0,0,241
241,156,146,15394500.0,0,242
242,170,111,15456000.0,0,243
243,170,111,15456000.0,0,244
244,115,156,15479760.0,0,245
245,115,156,15479760.0,0,246
246,23,66,15482220.0,0,247
247,23,66,15482220.0,0,248
248,156,111,15485340.0,0,249
249,156,111,15485340.0,0,250
250,156,111,15485340.0,0,251
251,156,111,15485340.0,0,252
252,113,66,15494580.0,0,253
253,113,66,15494580.0,0,254
254,113,115,15494580.0,0,255
255,113,115,15494580.0,0,256
256,115,113,15551040.0,0,257
257,115,113,15551040.0,0,258
258,170,115,15563880.0,0,259
259,170,115,15563880.0,0,260
260,156,115,15565020.0,0,261
261,156,115,15565020.0,0,262
262,156,170,15565020.0,0,263
263,156,170,15565020.0,0,264
264,170,115,15575340.0,0,265
265,170,115,15575340.0,0,266
266,161,23,15628260.0,0,267
267,115,170,15643140.0,0,268
268,115,170,15643140.0,0,269
269,161,23,15649080.0,0,270
270,161,23,15649080.0,0,271
271,170,115,15661440.0,0,272
272,170,115,15661440.0,0,273
273,170,115,15661440.0,0,274
274,170,115,15661440.0,0,275
275,170,115,15661980.0,0,276
276,170,115,15661980.0,0,277
277,170,115,15661980.0,0,278
278,170,115,15661980.0,0,279
279,170,115,15970380.0,0,280
280,170,115,15970380.0,0,281
281,156,115,15983340.0,0,282
282,156,115,15983340.0,0,283
283,156,111,16001460.0,0,284
284,156,111,16001460.0,0,285
285,156,111,16063740.0,0,286
286,156,111,16063740.0,0,287
287,115,156,16158900.0,0,288
288,115,156,16158900.0,0,289
289,115,39,16182120.0,0,290
290,115,39,16182120.0,0,291
291,115,39,16182120.0,0,292
292,115,39,16182120.0,0,293
293,115,156,16182120.0,0,294
294,115,156,16182120.0,0,295
295,115,156,16182120.0,0,296
296,115,156,16182120.0,0,297
297,170,115,16233480.0,0,298
298,170,115,16233480.0,0,299
299,170,115,16233480.0,0,300
300,170,115,16233480.0,0,301
301,156,115,16255200.0,0,302
302,156,115,16255200.0,0,303
303,39,115,16260300.0,0,304
304,39,115,16260300.0,0,305
305,170,115,16337160.0,0,306
306,170,115,16337160.0,0,307
307,170,115,16337160.0,0,308
